ageband,year,pop,deaths,people,rate
15-19,2004,Maori,21,63740,32.9463445246313
20-24,2004,Maori,19,47570,39.9411393735548
25-29,2004,Maori,13,41930,31.0040543763415
30-34,2004,Maori,19,44930,42.288003561095
35-39,2004,Maori,10,41870,23.8834487700024
40-44,2004,Maori,12,40850,29.3757649938801
45-49,2004,Maori,3,32470,9.23929781336618
50-54,2004,Maori,1,24910,4.01445202729827
55-59,2004,Maori,3,18400,16.304347826087
60-64,2004,Maori,1,13700,7.2992700729927
65-69,2004,Maori,1,10090,9.91080277502478
70-74,2004,Maori,0,6570,0
75-79,2004,Maori,1,3740,26.7379679144385
80+,2004,Maori,0,2640,0
Total,2004,Maori,108,610600,17.6875204716672
00-04,2005,Maori,0,73180,0
05-09,2005,Maori,0,71700,0
10-14,2005,Maori,1,71340,1.40173815531259
15-19,2005,Maori,16,65060,24.5926836766062
20-24,2005,Maori,25,49190,50.8233380768449
25-29,2005,Maori,13,41980,30.9671272034302
30-34,2005,Maori,20,44500,44.9438202247191
35-39,2005,Maori,9,42010,21.4234706022376
40-44,2005,Maori,8,40970,19.526482792287
45-49,2005,Maori,2,33970,5.88754783632617
50-54,2005,Maori,4,25810,15.4978690430066
55-59,2005,Maori,1,19690,5.07872016251905
60-64,2005,Maori,0,13870,0
65-69,2005,Maori,1,10770,9.28505106778087
70-74,2005,Maori,0,6800,0
75-79,2005,Maori,1,4000,25
80+,2005,Maori,0,2800,0
Total,2005,Maori,101,617600,16.3536269430052
00-04,2006,Maori,0,73370,0
05-09,2006,Maori,0,71420,0
10-14,2006,Maori,4,70880,5.64334085778781
15-19,2006,Maori,23,66010,34.8432055749129
20-24,2006,Maori,15,50160,29.9043062200957
25-29,2006,Maori,14,43260,32.3624595469256
30-34,2006,Maori,21,43390,48.398248444342
35-39,2006,Maori,13,42560,30.5451127819549
40-44,2006,Maori,7,40590,17.2456270017246
45-49,2006,Maori,3,35390,8.47697089573326
50-54,2006,Maori,2,26890,7.43770918557084
55-59,2006,Maori,3,20850,14.3884892086331
60-64,2006,Maori,2,14210,14.0745953553835
65-69,2006,Maori,0,11320,0
70-74,2006,Maori,0,7160,0
75-79,2006,Maori,1,4210,23.7529691211401
80+,2006,Maori,0,3020,0
Total,2006,Maori,108,624700,17.2882983832239
00-04,2007,Maori,0,77080,0
05-09,2007,Maori,0,71320,0
10-14,2007,Maori,1,70100,1.4265335235378
15-19,2007,Maori,15,66900,22.4215246636771
20-24,2007,Maori,18,51120,35.2112676056338
25-29,2007,Maori,10,43180,23.1588698471515
30-34,2007,Maori,16,42350,37.7804014167651
35-39,2007,Maori,12,43190,27.7842093077101
40-44,2007,Maori,6,40370,14.8625216745108
45-49,2007,Maori,5,36860,13.5648399348888
50-54,2007,Maori,2,28240,7.08215297450425
55-59,2007,Maori,1,21750,4.59770114942529
60-64,2007,Maori,2,15070,13.271400132714
65-69,2007,Maori,1,11630,8.59845227858985
70-74,2007,Maori,0,7560,0
75-79,2007,Maori,0,4470,0
80+,2007,Maori,0,3230,0
Total,2007,Maori,89,634400,14.0290037831021
00-04,2008,Maori,0,80960,0
05-09,2008,Maori,0,71280,0
10-14,2008,Maori,4,70060,5.70939194975735
15-19,2008,Maori,18,67220,26.7777447188337
20-24,2008,Maori,16,52450,30.5052430886559
25-29,2008,Maori,6,42790,14.0219677494742
30-34,2008,Maori,10,41520,24.0847784200385
35-39,2008,Maori,8,43540,18.3739090491502
40-44,2008,Maori,9,40120,22.432701894317
45-49,2008,Maori,3,38450,7.80234070221066
50-54,2008,Maori,4,29540,13.54096140826
55-59,2008,Maori,1,22670,4.41111601235113
60-64,2008,Maori,2,16150,12.3839009287926
65-69,2008,Maori,0,11870,0
70-74,2008,Maori,1,7970,12.5470514429109
75-79,2008,Maori,0,4760,0
80+,2008,Maori,0,3490,0
Total,2008,Maori,82,644800,12.7171215880893
00-04,2009,Maori,0,83730,0
05-09,2009,Maori,0,71700,0
10-14,2009,Maori,5,70370,7.10530055421344
15-19,2009,Maori,20,67150,29.7840655249442
20-24,2009,Maori,14,54110,25.8732212160414
25-29,2009,Maori,9,42460,21.1964201601507
30-34,2009,Maori,6,41060,14.6127618119825
35-39,2009,Maori,9,43410,20.7325501036627
40-44,2009,Maori,5,40450,12.3609394313968
45-49,2009,Maori,4,39240,10.1936799184506
50-54,2009,Maori,3,31140,9.63391136801541
55-59,2009,Maori,2,23670,8.44951415293621
60-64,2009,Maori,2,17220,11.6144018583043
65-69,2009,Maori,0,12180,0
70-74,2009,Maori,1,8390,11.9189511323004
75-79,2009,Maori,0,5010,0
80+,2009,Maori,0,3790,0
Total,2009,Maori,80,655100,12.2118760494581
00-04,2010,Maori,0,85910,0
05-09,2010,Maori,0,71750,0
10-14,2010,Maori,4,71310,5.60931145701865
15-19,2010,Maori,22,67120,32.777115613826
20-24,2010,Maori,20,55950,35.7462019660411
25-29,2010,Maori,11,42650,25.7913247362251
30-34,2010,Maori,8,40620,19.6947316592811
35-39,2010,Maori,6,43250,13.8728323699422
40-44,2010,Maori,11,40920,26.8817204301075
45-49,2010,Maori,6,39690,15.1171579743008
50-54,2010,Maori,3,32720,9.16870415647922
55-59,2010,Maori,1,24690,4.05022276225192
60-64,2010,Maori,2,18480,10.8225108225108
65-69,2010,Maori,0,12480,0
70-74,2010,Maori,0,8990,0
75-79,2010,Maori,0,5240,0
80+,2010,Maori,0,4110,0
Total,2010,Maori,94,665900,14.116233668719
00-04,2011,Maori,0,86600,0
05-09,2011,Maori,1,72460,1.38007176373171
10-14,2011,Maori,4,72020,5.55401277422938
15-19,2011,Maori,32,67240,47.5907198096371
20-24,2011,Maori,19,57380,33.112582781457
25-29,2011,Maori,19,42900,44.2890442890443
30-34,2011,Maori,13,40460,32.1304992585269
35-39,2011,Maori,5,42370,11.8008024545669
40-44,2011,Maori,8,41850,19.115890083632
45-49,2011,Maori,7,39670,17.6455760020166
50-54,2011,Maori,5,34310,14.573010784028
55-59,2011,Maori,2,25980,7.69822940723634
60-64,2011,Maori,0,19690,0
65-69,2011,Maori,0,12970,0
70-74,2011,Maori,0,9490,0
75-79,2011,Maori,0,5530,0
80+,2011,Maori,0,4460,0
Total,2011,Maori,115,675400,17.0269469943737
00-04,2012,Maori,0,85510,0
05-09,2012,Maori,0,74830,0
10-14,2012,Maori,7,72070,9.71277924240322
15-19,2012,Maori,35,67810,51.6148060758
20-24,2012,Maori,24,58250,41.2017167381974
25-29,2012,Maori,10,43690,22.8885328450446
30-34,2012,Maori,10,40110,24.931438544004
35-39,2012,Maori,6,41280,14.5348837209302
40-44,2012,Maori,9,42560,21.1466165413534
45-49,2012,Maori,5,39650,12.6103404791929
50-54,2012,Maori,2,35900,5.57103064066852
55-59,2012,Maori,2,27440,7.28862973760933
60-64,2012,Maori,1,20640,4.84496124031008
65-69,2012,Maori,0,13860,0
70-74,2012,Maori,1,9880,10.1214574898785
75-79,2012,Maori,0,5850,0
80+,2012,Maori,0,4770,0
Total,2012,Maori,112,684100,16.3718754568046
00-04,2013,Maori,0,84200,0
05-09,2013,Maori,0,77200,0
10-14,2013,Maori,1,71760,1.39353400222965
15-19,2013,Maori,23,68840,33.4108076699593
20-24,2013,Maori,24,58920,40.7331975560082
25-29,2013,Maori,10,44790,22.3264121455682
30-34,2013,Maori,11,39810,27.6312484300427
35-39,2013,Maori,12,40260,29.806259314456
40-44,2013,Maori,7,42900,16.3170163170163
45-49,2013,Maori,4,39550,10.1137800252845
50-54,2013,Maori,3,37510,7.99786723540389
55-59,2013,Maori,1,28670,3.48796651552145
60-64,2013,Maori,0,21670,0
65-69,2013,Maori,0,14990,0
70-74,2013,Maori,0,10220,0
75-79,2013,Maori,0,6150,0
80+,2013,Maori,0,5090,0
Total,2013,Maori,96,692500,13.8628158844765
00-04,1996,Non-Maori,0,222060,0
05-09,1996,Non-Maori,0,227350,0
10-14,1996,Non-Maori,3,213010,1.40838458288343
15-19,1996,Non-Maori,41,214930,19.0759782254688
20-24,1996,Non-Maori,65,232210,27.9919038801085
25-29,1996,Non-Maori,52,242290,21.4618845185521
30-34,1996,Non-Maori,54,260720,20.7118748082234
35-39,1996,Non-Maori,43,259630,16.5620305819821
40-44,1996,Non-Maori,28,236060,11.861391171736
45-49,1996,Non-Maori,35,226580,15.4470827080943
50-54,1996,Non-Maori,20,177380,11.2752283233735
55-59,1996,Non-Maori,23,150640,15.2681890600106
60-64,1996,Non-Maori,14,127360,10.9924623115578
65-69,1996,Non-Maori,20,128010,15.623779392235
70-74,1996,Non-Maori,22,111370,19.7539732423453
75-79,1996,Non-Maori,8,81540,9.81113563895021
80+,1996,Non-Maori,16,93630,17.0885399978639
Total,1996,Non-Maori,444,3204820,13.8541322133536
00-04,1997,Non-Maori,0,219240,0
05-09,1997,Non-Maori,0,233360,0
10-14,1997,Non-Maori,4,215620,1.85511548093869
15-19,1997,Non-Maori,50,215520,23.199703043801
20-24,1997,Non-Maori,55,225000,24.4444444444444
25-29,1997,Non-Maori,61,243920,25.0081994096425
30-34,1997,Non-Maori,54,259090,20.8421783936084
35-39,1997,Non-Maori,43,266970,16.1066786530322
40-44,1997,Non-Maori,45,241990,18.5958097442043
45-49,1997,Non-Maori,29,227570,12.7433317221075
50-54,1997,Non-Maori,27,187850,14.3731700825126
55-59,1997,Non-Maori,23,157860,14.5698720385151
60-64,1997,Non-Maori,16,128180,12.4824465595257
65-69,1997,Non-Maori,12,126870,9.45850082761882
70-74,1997,Non-Maori,17,112080,15.1677373304782
75-79,1997,Non-Maori,9,84250,10.6824925816024
80+,1997,Non-Maori,14,96640,14.4867549668874
Total,1997,Non-Maori,459,3242070,14.1576215195847
00-04,1998,Non-Maori,0,216420,0
05-09,1998,Non-Maori,0,234570,0
10-14,1998,Non-Maori,3,219390,1.36742786817995
15-19,1998,Non-Maori,47,216740,21.6849681646212
20-24,1998,Non-Maori,54,216590,24.9318989796389
25-29,1998,Non-Maori,60,240020,24.9979168402633
30-34,1998,Non-Maori,43,255300,16.8429298864081
35-39,1998,Non-Maori,48,271620,17.6717472940137
40-44,1998,Non-Maori,51,247050,20.6435944140862
45-49,1998,Non-Maori,36,227810,15.8026425530047
50-54,1998,Non-Maori,20,200810,9.95966336337832
55-59,1998,Non-Maori,26,161800,16.0692212608158
60-64,1998,Non-Maori,20,130690,15.3033897008187
65-69,1998,Non-Maori,16,125360,12.7632418634333
70-74,1998,Non-Maori,20,113220,17.6647235470765
75-79,1998,Non-Maori,15,87290,17.1840989804101
80+,1998,Non-Maori,13,99130,13.1140926056693
Total,1998,Non-Maori,472,3263820,14.4615818274292
00-04,1999,Non-Maori,0,212150,0
05-09,1999,Non-Maori,0,233180,0
10-14,1999,Non-Maori,2,222920,0.897182845863987
15-19,1999,Non-Maori,36,217540,16.5486807023996
20-24,1999,Non-Maori,47,210230,22.3564667269181
25-29,1999,Non-Maori,51,232300,21.9543693499785
30-34,1999,Non-Maori,42,251640,16.690510252742
35-39,1999,Non-Maori,58,272300,21.3000367242012
40-44,1999,Non-Maori,40,251610,15.8976193315051
45-49,1999,Non-Maori,32,229020,13.9725788140774
50-54,1999,Non-Maori,32,210730,15.1853082143027
55-59,1999,Non-Maori,23,166340,13.8271011181917
60-64,1999,Non-Maori,17,134700,12.6206384558278
65-69,1999,Non-Maori,9,124050,7.25513905683192
70-74,1999,Non-Maori,19,113940,16.6754432157276
75-79,1999,Non-Maori,13,90560,14.3551236749117
80+,1999,Non-Maori,11,101250,10.8641975308642
Total,1999,Non-Maori,432,3274420,13.1931761960897
00-04,2000,Non-Maori,0,209330,0
05-09,2000,Non-Maori,0,229280,0
10-14,2000,Non-Maori,3,227310,1.3197835554969
15-19,2000,Non-Maori,26,219380,11.8515817303309
20-24,2000,Non-Maori,41,207220,19.7857349676672
25-29,2000,Non-Maori,48,223670,21.4601868824608
30-34,2000,Non-Maori,43,249260,17.2510631469149
35-39,2000,Non-Maori,41,269810,15.1958785812238
40-44,2000,Non-Maori,28,255950,10.9396366477828
45-49,2000,Non-Maori,25,230790,10.8323584210754
50-54,2000,Non-Maori,23,218350,10.5335470574765
55-59,2000,Non-Maori,21,170420,12.3224973594649
60-64,2000,Non-Maori,13,140680,9.24083025305658
65-69,2000,Non-Maori,13,122760,10.5897686542848
70-74,2000,Non-Maori,12,114360,10.4931794333683
75-79,2000,Non-Maori,5,92260,5.41946672447431
80+,2000,Non-Maori,8,105350,7.593735168486
Total,2000,Non-Maori,350,3286180,10.6506642971474
00-04,2001,Non-Maori,0,206740,0
05-09,2001,Non-Maori,0,223360,0
10-14,2001,Non-Maori,2,232190,0.861363538481416
15-19,2001,Non-Maori,27,222440,12.1381046574357
20-24,2001,Non-Maori,50,208710,23.9566863111494
25-29,2001,Non-Maori,39,213220,18.2909670762593
30-34,2001,Non-Maori,41,247850,16.5422634658059
35-39,2001,Non-Maori,49,265100,18.483591097699
40-44,2001,Non-Maori,49,260690,18.7962714335034
45-49,2001,Non-Maori,22,233920,9.40492476060192
50-54,2001,Non-Maori,20,223050,8.96659941717104
55-59,2001,Non-Maori,19,174680,10.8770322876116
60-64,2001,Non-Maori,19,148410,12.8023718078297
65-69,2001,Non-Maori,15,122200,12.2749590834697
70-74,2001,Non-Maori,13,115150,11.2896222318715
75-79,2001,Non-Maori,14,93400,14.9892933618844
80+,2001,Non-Maori,14,109840,12.7458120903132
Total,2001,Non-Maori,393,3300930,11.905735656315
00-04,2002,Non-Maori,0,206810,0
05-09,2002,Non-Maori,0,221990,0
10-14,2002,Non-Maori,0,237680,0
15-19,2002,Non-Maori,24,228010,10.5258541292049
20-24,2002,Non-Maori,37,218860,16.9057845197843
25-29,2002,Non-Maori,36,209810,17.1583813926886
30-34,2002,Non-Maori,37,250330,14.7804897535253
35-39,2002,Non-Maori,47,264000,17.8030303030303
40-44,2002,Non-Maori,42,268410,15.6477031407176
45-49,2002,Non-Maori,31,240030,12.915052285131
50-54,2002,Non-Maori,26,223410,11.6377959804843
55-59,2002,Non-Maori,25,184950,13.5171668018383
60-64,2002,Non-Maori,18,155410,11.5822662634322
65-69,2002,Non-Maori,12,123590,9.70952342422526
70-74,2002,Non-Maori,12,114910,10.4429553563659
75-79,2002,Non-Maori,5,94450,5.29380624669137
80+,2002,Non-Maori,12,113630,10.560591393118
Total,2002,Non-Maori,364,3356240,10.8454699306367
00-04,2003,Non-Maori,0,208050,0
05-09,2003,Non-Maori,0,222390,0
10-14,2003,Non-Maori,0,241660,0
15-19,2003,Non-Maori,34,233430,14.565394336632
20-24,2003,Non-Maori,30,231710,12.947218505891
25-29,2003,Non-Maori,34,210620,16.1428164466812
30-34,2003,Non-Maori,37,253190,14.6135313401003
35-39,2003,Non-Maori,44,264230,16.6521591038111
40-44,2003,Non-Maori,36,276580,13.0161255332996
45-49,2003,Non-Maori,34,247620,13.7307164203215
50-54,2003,Non-Maori,34,224540,15.142068228378
55-59,2003,Non-Maori,22,197940,11.1144791350914
60-64,2003,Non-Maori,16,159060,10.0590971960267
65-69,2003,Non-Maori,11,126290,8.71011164779476
70-74,2003,Non-Maori,16,114230,14.0068283288103
75-79,2003,Non-Maori,17,96040,17.7009579341941
80+,2003,Non-Maori,18,117110,15.3701648023226
Total,2003,Non-Maori,383,3424690,11.1834939804771
00-04,2004,Non-Maori,0,210620,0
05-09,2004,Non-Maori,0,221410,0
10-14,2004,Non-Maori,3,243240,1.23334977799704
15-19,2004,Non-Maori,29,237000,12.2362869198312
20-24,2004,Non-Maori,39,237810,16.3996467768387
25-29,2004,Non-Maori,35,212620,16.4612924466184
30-34,2004,Non-Maori,23,252480,9.10963244613435
35-39,2004,Non-Maori,44,265160,16.5937547141349
40-44,2004,Non-Maori,31,281560,11.0100866600369
45-49,2004,Non-Maori,38,255290,14.8850327079008
50-54,2004,Non-Maori,22,227340,9.67713556787191
55-59,2004,Non-Maori,27,208070,12.9764021723458
60-64,2004,Non-Maori,19,163770,11.6016364413507
65-69,2004,Non-Maori,9,130210,6.91191152753245
70-74,2004,Non-Maori,10,113620,8.80126738250308
75-79,2004,Non-Maori,10,97120,10.2965403624382
80+,2004,Non-Maori,17,120760,14.0775091089765
Total,2004,Non-Maori,356,3478120,10.2354145342886
00-04,2005,Non-Maori,0,211340,0
05-09,2005,Non-Maori,0,220700,0
10-14,2005,Non-Maori,2,241890,0.826822109223201
15-19,2005,Non-Maori,31,241400,12.8417564208782
20-24,2005,Non-Maori,36,239610,15.024414673845
25-29,2005,Non-Maori,40,214500,18.6480186480186
30-34,2005,Non-Maori,28,248830,11.2526624603143
35-39,2005,Non-Maori,37,266690,13.8737860437212
40-44,2005,Non-Maori,41,282890,14.4932659337552
45-49,2005,Non-Maori,31,262370,11.8153752334489
50-54,2005,Non-Maori,30,231250,12.972972972973
55-59,2005,Non-Maori,40,216220,18.4996762556655
60-64,2005,Non-Maori,12,168320,7.12927756653992
65-69,2005,Non-Maori,16,136330,11.7362282696398
70-74,2005,Non-Maori,5,113080,4.42164839051999
75-79,2005,Non-Maori,11,98100,11.2130479102956
80+,2005,Non-Maori,11,124900,8.80704563650921
Total,2005,Non-Maori,371,3518460,10.5443858961023
00-04,2006,Non-Maori,0,212940,0
05-09,2006,Non-Maori,0,220590,0
10-14,2006,Non-Maori,1,239400,0.417710944026734
15-19,2006,Non-Maori,39,247280,15.7715949530896
20-24,2006,Non-Maori,43,240960,17.8452855245684
25-29,2006,Non-Maori,34,217600,15.625
30-34,2006,Non-Maori,26,242790,10.7088430330738
35-39,2006,Non-Maori,42,270000,15.5555555555556
40-44,2006,Non-Maori,35,281990,12.4117876520444
45-49,2006,Non-Maori,30,269730,11.1222333444556
50-54,2006,Non-Maori,38,236780,16.0486527578343
55-59,2006,Non-Maori,38,221660,17.1433727330145
60-64,2006,Non-Maori,12,173140,6.93080743906665
65-69,2006,Non-Maori,11,144260,7.62512130874809
70-74,2006,Non-Maori,15,113070,13.2661183337755
75-79,2006,Non-Maori,3,99400,3.01810865191147
80+,2006,Non-Maori,18,128980,13.9556520390758
Total,2006,Non-Maori,385,3560560,10.8129058350372
00-04,2007,Non-Maori,0,216000,0
05-09,2007,Non-Maori,0,220540,0
10-14,2007,Non-Maori,1,236210,0.423352101943186
15-19,2007,Non-Maori,26,249670,10.4137461449113
20-24,2007,Non-Maori,36,238790,15.0760082080489
25-29,2007,Non-Maori,31,221970,13.9658512411587
30-34,2007,Non-Maori,34,236260,14.3909252518412
35-39,2007,Non-Maori,44,272110,16.1699312777921
40-44,2007,Non-Maori,42,278920,15.058081170228
45-49,2007,Non-Maori,34,276130,12.3130409589686
50-54,2007,Non-Maori,35,242330,14.4431147608633
55-59,2007,Non-Maori,29,221880,13.0701279971156
60-64,2007,Non-Maori,14,182940,7.65278233300536
65-69,2007,Non-Maori,10,151000,6.62251655629139
70-74,2007,Non-Maori,8,114630,6.97897583529617
75-79,2007,Non-Maori,10,99540,10.0462125778581
80+,2007,Non-Maori,17,132870,12.7944607511101
Total,2007,Non-Maori,371,3591810,10.3290541537553
00-04,2008,Non-Maori,0,220050,0
05-09,2008,Non-Maori,0,219830,0
10-14,2008,Non-Maori,1,233380,0.428485731425144
15-19,2008,Non-Maori,33,249900,13.2052821128451
20-24,2008,Non-Maori,48,236960,20.2565833896016
25-29,2008,Non-Maori,37,226380,16.3442000176694
30-34,2008,Non-Maori,30,230660,13.0061562472904
35-39,2008,Non-Maori,33,270700,12.1906169190986
40-44,2008,Non-Maori,34,275100,12.3591421301345
45-49,2008,Non-Maori,44,281580,15.6261098089353
50-54,2008,Non-Maori,37,247650,14.9404401372905
55-59,2008,Non-Maori,33,222290,14.845472131
60-64,2008,Non-Maori,18,195290,9.21706180552
65-69,2008,Non-Maori,13,154210,8.43006290123857
70-74,2008,Non-Maori,8,117390,6.81489053582077
75-79,2008,Non-Maori,2,99200,2.01612903225806
80+,2008,Non-Maori,15,136610,10.9801625064051
Total,2008,Non-Maori,386,3617220,10.6711784187857
00-04,2009,Non-Maori,0,223780,0
05-09,2009,Non-Maori,0,220180,0
10-14,2009,Non-Maori,4,231460,1.72816037328264
15-19,2009,Non-Maori,36,250090,14.3948178655684
20-24,2009,Non-Maori,44,239030,18.4077312471238
25-29,2009,Non-Maori,21,230420,9.11379220553771
30-34,2009,Non-Maori,40,228100,17.5361683472161
35-39,2009,Non-Maori,27,266910,10.1157693604586
40-44,2009,Non-Maori,36,273530,13.1612620187914
45-49,2009,Non-Maori,42,284400,14.7679324894515
50-54,2009,Non-Maori,35,253480,13.8077954868234
55-59,2009,Non-Maori,36,224640,16.025641025641
60-64,2009,Non-Maori,18,204890,8.78520181560838
65-69,2009,Non-Maori,8,158780,5.03841793676786
70-74,2009,Non-Maori,11,121150,9.07965332232769
75-79,2009,Non-Maori,8,98880,8.09061488673139
80+,2009,Non-Maori,19,140110,13.5607736778246
Total,2009,Non-Maori,385,3649810,10.548494305183
00-04,2010,Non-Maori,0,228350,0
05-09,2010,Non-Maori,0,219170,0
10-14,2010,Non-Maori,2,231510,0.863893568312384
15-19,2010,Non-Maori,26,250040,10.3983362661974
20-24,2010,Non-Maori,39,244710,15.937231825426
25-29,2010,Non-Maori,34,233130,14.5841376056278
30-34,2010,Non-Maori,34,227500,14.9450549450549
35-39,2010,Non-Maori,39,261310,14.9248019593586
40-44,2010,Non-Maori,36,273750,13.1506849315068
45-49,2010,Non-Maori,41,284270,14.4229077989236
50-54,2010,Non-Maori,33,259700,12.7069695802849
55-59,2010,Non-Maori,28,228240,12.2677882930249
60-64,2010,Non-Maori,24,212790,11.278725504018
65-69,2010,Non-Maori,13,163220,7.96471020708247
70-74,2010,Non-Maori,12,126880,9.4577553593947
75-79,2010,Non-Maori,8,98790,8.09798562607551
80+,2010,Non-Maori,19,143790,13.2137144446763
Total,2010,Non-Maori,388,3687130,10.5230897744316
00-04,2011,Non-Maori,0,230890,0
05-09,2011,Non-Maori,0,218110,0
10-14,2011,Non-Maori,2,230410,0.868017881168352
15-19,2011,Non-Maori,29,247660,11.7096018735363
20-24,2011,Non-Maori,48,250440,19.1662673694298
25-29,2011,Non-Maori,30,232740,12.8899200824955
30-34,2011,Non-Maori,26,227940,11.4065104852154
35-39,2011,Non-Maori,25,251990,9.92102861224652
40-44,2011,Non-Maori,27,274790,9.82568506859784
45-49,2011,Non-Maori,37,281030,13.1658541792691
50-54,2011,Non-Maori,26,265450,9.79468826521002
55-59,2011,Non-Maori,29,232960,12.448489010989
60-64,2011,Non-Maori,23,218250,10.5383734249714
65-69,2011,Non-Maori,10,167980,5.95308965353018
70-74,2011,Non-Maori,5,134180,3.72633775525414
75-79,2011,Non-Maori,6,98890,6.06734755789261
80+,2011,Non-Maori,14,147240,9.50828579190437
Total,2011,Non-Maori,337,3710930,9.08128151164263
00-04,2012,Non-Maori,0,230340,0
05-09,2012,Non-Maori,0,219260,0
10-14,2012,Non-Maori,3,227870,1.31654013253171
15-19,2012,Non-Maori,35,245090,14.2804683993635
20-24,2012,Non-Maori,47,253270,18.5572708966715
25-29,2012,Non-Maori,35,231730,15.1037845768783
30-34,2012,Non-Maori,16,228580,6.99973750984338
35-39,2012,Non-Maori,34,242920,13.9963774082002
40-44,2012,Non-Maori,42,275110,15.2666206244775
45-49,2012,Non-Maori,37,276260,13.3931803373634
50-54,2012,Non-Maori,37,270680,13.6692773754987
55-59,2012,Non-Maori,24,238110,10.0793750787451
60-64,2012,Non-Maori,14,218750,6.4
65-69,2012,Non-Maori,9,177790,5.06215197705158
70-74,2012,Non-Maori,8,140850,5.67980120695776
75-79,2012,Non-Maori,15,100490,14.92685839387
80+,2012,Non-Maori,15,149530,10.0314318197017
Total,2012,Non-Maori,371,3726630,9.95537523177777
00-04,2013,Non-Maori,0,227920,0
05-09,2013,Non-Maori,0,222960,0
10-14,2013,Non-Maori,1,225020,0.444404941782953
15-19,2013,Non-Maori,29,243820,11.8940201788204
20-24,2013,Non-Maori,31,256970,12.0636650192629
25-29,2013,Non-Maori,21,234240,8.96516393442623
30-34,2013,Non-Maori,25,232010,10.7753976121719
35-39,2013,Non-Maori,28,236290,11.8498455287994
40-44,2013,Non-Maori,30,273670,10.9621076478971
45-49,2013,Non-Maori,48,272570,17.6101551894926
50-54,2013,Non-Maori,43,275790,15.5915732985242
55-59,2013,Non-Maori,33,243320,13.5623869801085
60-64,2013,Non-Maori,21,219720,9.55761878754779
65-69,2013,Non-Maori,8,190400,4.20168067226891
70-74,2013,Non-Maori,13,144290,9.00963337722642
75-79,2013,Non-Maori,8,103370,7.73918931991874
80+,2013,Non-Maori,16,151810,10.5394901521639
Total,2013,Non-Maori,355,3754200,9.45607586170156
00-04,1996,Total,0,294780,0
05-09,1996,Total,0,296050,0
10-14,1996,Total,7,269140,2.60087686705804
15-19,1996,Total,58,270490,21.4425671928722
20-24,1996,Total,85,280800,30.2706552706553
25-29,1996,Total,71,285210,24.8939378002174
30-34,1996,Total,70,302210,23.1627014327785
35-39,1996,Total,49,295860,16.5618873791658
40-44,1996,Total,32,264360,12.1047057043426
45-49,1996,Total,37,248960,14.8618251928021
50-54,1996,Total,25,193690,12.9072228819247
55-59,1996,Total,24,164710,14.5710642948212
60-64,1996,Total,15,137720,10.8916642462968
65-69,1996,Total,21,135040,15.5509478672986
70-74,1996,Total,22,115590,19.0327883034865
75-79,1996,Total,8,83810,9.54540031022551
80+,1996,Total,16,95400,16.7714884696017
Total,1996,Total,540,3733820,14.4624004370859
00-04,1997,Total,0,291980,0
05-09,1997,Total,0,303900,0
10-14,1997,Total,8,273740,2.92248118652736
15-19,1997,Total,73,270790,26.9581594593596
20-24,1997,Total,70,273850,25.5614387438379
25-29,1997,Total,85,287760,29.5385043091465
30-34,1997,Total,72,300630,23.9497056182018
35-39,1997,Total,51,305060,16.7180226840622
40-44,1997,Total,51,271700,18.7707029812293
45-49,1997,Total,31,251090,12.3461706957665
50-54,1997,Total,28,204950,13.6618687484752
55-59,1997,Total,24,172230,13.9348545549556
60-64,1997,Total,18,138950,12.9543001079525
65-69,1997,Total,12,134260,8.93788172203188
70-74,1997,Total,17,116570,14.5835120528438
75-79,1997,Total,10,86610,11.5460108532502
80+,1997,Total,14,98500,14.2131979695431
Total,1997,Total,564,3782570,14.9104973602604
00-04,1998,Total,0,289680,0
05-09,1998,Total,0,306240,0
10-14,1998,Total,12,279960,4.2863266180883
15-19,1998,Total,68,271410,25.0543458236616
20-24,1998,Total,78,265570,29.3707873630305
25-29,1998,Total,82,284640,28.8083192804947
30-34,1998,Total,57,296860,19.2009701542815
35-39,1998,Total,56,311680,17.9671457905544
40-44,1998,Total,56,278200,20.1294033069734
45-49,1998,Total,42,252440,16.6376168594518
50-54,1998,Total,23,218920,10.5061209574274
55-59,1998,Total,28,176400,15.8730158730159
60-64,1998,Total,21,141810,14.8085466469219
65-69,1998,Total,16,133160,12.0156203063983
70-74,1998,Total,22,117980,18.6472283437871
75-79,1998,Total,15,89770,16.709368385875
80+,1998,Total,13,101100,12.8585558852621
Total,1998,Total,589,3815820,15.4357385830569
00-04,1999,Total,0,285770,0
05-09,1999,Total,0,305400,0
10-14,1999,Total,6,286270,2.09592342893073
15-19,1999,Total,48,271650,17.6697956929873
20-24,1999,Total,67,258890,25.8797172544324
25-29,1999,Total,65,277470,23.4259559592028
30-34,1999,Total,57,293790,19.4016133973246
35-39,1999,Total,62,313670,19.7659961105621
40-44,1999,Total,47,284590,16.5149864717664
45-49,1999,Total,32,254740,12.561827745937
50-54,1999,Total,33,229930,14.3521941460444
55-59,1999,Total,23,181240,12.6903553299492
60-64,1999,Total,17,146250,11.6239316239316
65-69,1999,Total,9,132200,6.80786686838124
70-74,1999,Total,19,118960,15.9717552118359
75-79,1999,Total,13,93200,13.9484978540773
80+,1999,Total,11,103300,10.648596321394
Total,1999,Total,509,3837320,13.2644658251071
